"x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","x91","x92","x93","x94","x95","x96","x97","x98","x99","x100","x101","feature","no_nas","color"
1005.0,1005.0,1003.99987793,1003.03234863,1002.07958984,1001.03057861,999.893432617,998.89831543,997.731689453,996.760437012,995.796386719,994.782775879,993.942138672,993.062011719,992.195922852,991.373657227,979.998596191,981.834533691,980.829772949,979.727661133,978.677734375,977.657775879,976.62512207,975.659057617,974.70715332,973.6875,972.860168457,971.942993164,970.975463867,970.000915527,969.086181641,968.136413574,967.520019531,966.695495605,965.760559082,964.945861816,964.004516602,963.020263672,962.139343262,961.045349121,960.066162109,959.218200684,958.090515137,957.110778809,956.381835938,955.324645996,954.512695312,953.591247559,952.610717773,951.719909668,950.837768555,949.920349121,949.172302246,948.248657227,947.161560059,946.302856445,945.287536621,944.250061035,943.179260254,942.069274902,940.996582031,940.113525391,939.110168457,938.153930664,937.16619873,936.102294922,935.196533203,934.347229004,934.77911377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","70","#97D938"
177.0,177.0,176.694351196,176.220703125,175.941055298,175.574478149,175.085754395,174.779830933,174.242431641,173.975616455,173.746994019,173.380111694,173.235794067,173.125106812,172.930664062,172.750518799,172.50843811,172.108184814,171.80670166,171.370391846,171.001464844,170.657104492,170.287567139,169.996002197,169.765823364,169.403945923,169.244522095,169.072662354,168.849624634,168.521194458,168.37046814,168.158935547,168.151260376,168.019775391,167.771743774,167.700668335,167.43711853,167.117675781,167.014129639,166.720291138,166.411865234,166.257156372,165.886169434,165.643478394,165.547424316,165.198440552,165.026596069,164.847091675,164.566345215,164.371551514,164.169555664,163.88180542,163.855133057,163.579818726,163.133255005,162.934082031,162.60144043,162.247375488,161.855285645,161.397705078,161.010375977,160.877716064,160.621292114,160.304229736,160.056610107,159.674743652,159.423614502,159.25088501,159.024124146,158.998901367,158.83581543,158.543685913,158.545898438,158.232086182,157.961380005,157.643035889,157.252853394,156.882797241,156.569641113,156.187576294,155.912155151,155.663162231,155.195343018,154.918167114,154.542144775,154.106033325,153.982330322,153.812408447,153.556472778,153.541748047,153.286636353,152.81678772,152.593978882,152.110473633,151.728713989,151.432617188,151.053222656,150.593978882,150.296859741,149.896774292,149.595748901,"tower","102","#B7B282"
223.0,223.0,222.776809692,222.260665894,221.979034424,221.581512451,221.065261841,220.712249756,220.175186157,219.902404785,219.700027466,219.288925171,219.138015747,219.005706787,218.806015015,218.603973389,218.342529297,217.924026489,217.608779907,217.153244019,216.737106323,216.322814941,215.892242432,215.536193848,215.247238159,214.910827637,214.687637329,214.4581604,214.196716309,213.933364868,213.72618103,213.495132446,213.371459961,213.235031128,212.948440552,212.833755493,212.542022705,212.220397949,212.020095825,211.638427734,211.332565308,211.158935547,210.688705444,210.433349609,210.343536377,209.942596436,209.762359619,209.500244141,209.215393066,209.025421143,208.784835815,208.451049805,208.345489502,208.125366211,207.671310425,207.365036011,206.929275513,206.468704224,206.016235352,205.49961853,205.041717529,204.756942749,204.232025146,203.784637451,203.388397217,202.879074097,202.620300293,202.374542236,202.017532349,201.8646698,201.393692017,201.011795044,200.661193848,199.891036987,199.19203186,198.684783936,198.084976196,197.552886963,196.892074585,196.238800049,195.726455688,195.09803772,194.289215088,193.85369873,193.222045898,192.591629028,192.211303711,191.872283936,191.357543945,191.143112183,190.652023315,189.978759766,189.370025635,188.6302948,188.060333252,187.580474854,186.952026367,186.301452637,185.699645996,184.979431152,184.489532471,"tower","102","#B7B282"
1014.0,1014.0,1013.09667969,1012.0736084,1011.18023682,1010.1965332,1009.09875488,1008.14483643,1007.03765869,1006.13903809,1005.23406982,1004.29760742,1003.57952881,1002.83978271,1001.9887085,1001.17907715,1000.28973389,999.257324219,998.318359375,997.241760254,996.253662109,995.259277344,994.305175781,993.39642334,992.552307129,991.568847656,990.815856934,989.940917969,989.025024414,988.081848145,987.258972168,986.397949219,985.805114746,984.990844727,984.133666992,983.410217285,982.553527832,981.605834961,980.801635742,979.828430176,978.906982422,978.057617188,977.020141602,976.096130371,975.348815918,974.356140137,973.615905762,972.740478516,971.82232666,970.98449707,970.108642578,969.198913574,968.633300781,967.76171875,966.773864746,965.915100098,964.953674316,964.006835938,962.976074219,961.890258789,960.870483398,960.046386719,959.110900879,958.16784668,957.251708984,956.227966309,955.41607666,954.649047852,919.192382812,901.390441895,900.692565918,899.810058594,899.144470215,898.166809082,897.178710938,896.02154541,894.952209473,893.913024902,892.875610352,891.784301758,890.659790039,889.630493164,888.417541504,887.530944824,886.481018066,885.214111328,884.456542969,883.663391113,882.799865723,882.02532959,881.025390625,879.894836426,878.951599121,877.748046875,876.70513916,875.737609863,874.704528809,873.379577637,872.428894043,871.343688965,870.315124512,"bush1","102","#97D938"
556.0,556.0,555.089416504,554.017578125,553.101989746,552.047607422,550.952392578,549.949462891,548.803222656,547.863769531,546.95111084,545.91204834,545.095703125,544.284912109,543.476318359,542.680480957,541.763000488,540.682556152,539.728088379,538.637329102,537.618591309,536.614501953,535.558044434,534.637756348,533.704040527,532.684814453,531.84954834,530.946105957,530.007141113,529.053283691,528.137878418,527.258300781,526.524536133,525.747680664,524.82623291,524.074035645,523.130310059,522.159301758,521.314086914,520.319580078,519.41394043,518.649169922,517.498535156,516.662902832,515.932739258,514.892822266,514.056030273,513.124084473,512.179199219,511.359649658,510.476776123,509.615234375,508.946228027,508.094696045,507.012695312,506.181396484,505.222259521,504.2059021,503.163330078,502.012969971,500.995605469,500.178375244,499.207397461,498.243133545,497.316772461,496.245635986,495.401306152,494.608856201,493.753662109,493.08807373,492.300323486,491.407623291,490.832763672,489.904388428,488.931365967,487.895111084,486.838165283,485.838897705,484.842681885,483.83190918,482.898986816,481.953155518,480.815460205,479.95703125,478.903533936,477.809814453,477.00579834,476.202484131,475.346343994,474.756256104,473.839477539,472.802459717,471.90838623,470.806335449,469.765991211,468.854675293,467.845733643,466.768280029,465.755065918,464.753051758,463.781555176,"lamppost1","102","#3A526C"
969.0,969.0,968.101013184,967.107177734,966.243286133,965.260864258,964.167480469,963.217041016,962.118713379,961.213928223,960.341674805,959.374633789,958.674194336,957.926940918,957.067077637,956.29486084,955.458557129,954.420532227,953.533569336,952.477294922,951.48815918,950.508789062,949.564941406,948.655151367,947.789916992,946.828613281,946.031677246,945.136657715,944.318481445,943.389892578,942.580688477,941.757995605,941.07989502,940.268005371,939.469116211,938.825561523,937.90246582,936.985839844,936.02911377,935.161071777,934.29864502,933.494262695,932.436340332,931.604980469,930.899353027,929.891662598,929.077819824,928.200195312,927.351745605,926.633178711,925.756286621,924.847595215,924.12097168,923.33392334,922.364318848,921.604125977,920.667907715,919.722717285,918.707336426,917.577148438,916.500427246,915.764221191,914.833129883,913.984313965,913.059509277,912.06451416,911.23651123,910.41394043,909.710327148,884.920288086,884.195617676,883.387573242,882.880065918,882.046142578,881.145874023,880.210876465,879.23651123,878.298217773,877.425231934,876.448974609,875.661499023,874.786193848,873.740539551,872.934509277,871.963989258,870.920959473,870.218322754,869.512573242,868.753967285,868.148681641,867.287536621,866.301269531,865.542480469,864.46661377,863.52166748,862.720703125,861.794128418,860.762573242,859.826416016,858.884277344,857.968688965,"bush1","102","#97D938"
160.0,160.0,159.743301392,159.330780029,159.083282471,158.782196045,158.303985596,158.036468506,157.557418823,157.279083252,157.100418091,156.840209961,156.71786499,156.628387451,156.419692993,156.280136108,156.08152771,155.706298828,155.390182495,155.008605957,154.647781372,154.30645752,153.996063232,153.704269409,153.446395874,153.143951416,152.997085571,152.861694336,152.679122925,152.372192383,152.242279053,152.039398193,152.051239014,151.94708252,151.71786499,151.665420532,151.439926147,151.121826172,150.983840942,150.675216675,150.353286743,150.216293335,149.841339111,149.566482544,149.440795898,149.071548462,148.886413574,148.655273438,148.340438843,148.160522461,147.950317383,147.656555176,147.618118286,147.335220337,146.916992188,146.724487305,146.355056763,146.040267944,145.64680481,145.19883728,144.822143555,144.659362793,144.404953003,144.110549927,143.868988037,143.468490601,143.23348999,143.082763672,142.858566284,142.860183716,142.6978302,142.393737793,142.396911621,142.125137329,141.866882324,141.517105103,141.161056519,140.79675293,140.461715698,140.130645752,139.859527588,139.589050293,139.131958008,138.875335693,138.47555542,138.076400757,137.95854187,137.798446655,137.516296387,137.513931274,137.276260376,136.827026367,136.604431152,136.140640259,135.749145508,135.456268311,135.109832764,134.666366577,134.346099854,133.96661377,133.661865234,"tower","102","#B7B282"
77.0,77.0,76.6676635742,76.1811294556,75.8689575195,75.3311462402,74.803352356,74.2964248657,73.7872238159,73.366065979,73.0733108521,72.5947341919,72.3372116089,72.1265945435,71.9110412598,71.6357574463,71.2492752075,70.8121948242,70.3795013428,69.8686065674,69.385269165,68.9436187744,68.4346923828,68.0798492432,67.7498016357,67.2595214844,67.0101928711,66.74584198,66.3173217773,65.9755554199,65.6593475342,65.3391265869,65.1440124512,64.9507369995,64.6253509521,64.4369659424,64.0465087891,63.6751441956,63.3431739807,62.9308395386,62.5242843628,62.283367157,61.7408447266,61.3532867432,61.1953125,60.7139625549,60.4429588318,60.0986671448,59.7513694763,59.4609794617,59.1187400818,58.7839736938,58.6914558411,58.3955230713,57.9331436157,57.6295852661,57.1794433594,56.7838249207,56.2343864441,55.6917190552,55.1794128418,54.9606323242,54.6221199036,54.1450080872,53.8768348694,53.2924880981,53.0427894592,52.8081245422,52.4843215942,52.3481674194,52.1574935913,51.836517334,51.8140068054,51.4445419312,51.0415039062,50.6622276306,50.1723022461,49.7454528809,49.3077774048,48.9053230286,48.5705833435,48.1747131348,47.6603012085,47.3116874695,46.9223175049,46.352268219,46.1999855042,46.0277748108,45.7837562561,45.7456169128,45.3469924927,44.9279708862,44.6099891663,44.0483322144,43.5842971802,43.2880554199,42.9045448303,42.3855361938,41.9397201538,41.5391654968,41.1121139526,"tree6","102","#599C15"
650.0,650.0,648.572265625,647.026855469,645.765380859,644.243041992,642.838012695,641.317077637,639.922363281,638.680236816,637.425170898,636.187011719,635.12109375,634.206298828,633.18737793,632.182678223,631.396362305,630.406066895,629.598083496,628.687011719,627.780517578,626.814758301,625.934326172,625.236022949,624.662475586,623.935302734,623.35144043,622.934265137,622.301696777,621.607727051,620.90246582,620.187927246,619.725219727,619.120544434,618.417907715,618.057922363,617.401184082,616.79675293,616.18536377,615.280883789,614.321899414,613.764099121,612.835693359,612.12701416,611.778259277,610.867431641,610.196533203,609.789489746,609.102905273,608.518432617,607.883544922,607.186218262,606.664306641,606.037353516,605.092224121,604.661987305,603.898803711,603.094848633,602.387573242,601.556335449,600.850219727,600.257568359,599.520690918,598.86895752,598.13848877,597.153137207,596.422668457,595.739440918,594.918151855,595.016845703,594.292907715,593.677978516,593.25213623,592.445617676,591.637939453,590.786071777,590.043701172,589.259094238,588.414306641,587.666748047,586.935058594,586.137939453,585.342651367,584.576171875,583.74810791,582.860046387,582.274414062,581.723571777,581.059875488,580.622314453,580.024780273,579.00402832,578.3828125,577.63092041,576.901306152,576.058898926,575.585510254,574.737365723,574.258728027,573.636535645,573.045959473,"no feature","102","#021502"
889.0,889.0,888.153076172,887.157958984,886.278381348,885.383911133,884.33203125,883.400268555,882.304992676,881.463562012,880.60534668,879.688537598,878.939453125,878.201843262,877.393859863,876.65020752,875.826416016,874.773132324,873.89239502,872.876342773,871.906921387,870.953308105,870.005432129,869.085510254,868.212280273,867.225463867,866.48236084,865.711914062,864.838867188,863.872253418,863.030761719,862.179992676,861.604431152,860.849914551,859.97668457,859.291137695,858.434631348,857.450866699,856.663024902,855.702270508,854.819152832,854.019226074,853.055786133,852.163024902,851.483825684,850.505065918,849.732299805,848.906188965,848.023376465,847.273254395,846.415649414,845.429870605,844.987548828,844.104858398,843.113952637,842.353820801,841.455383301,840.486999512,839.435668945,838.352539062,837.387878418,836.650939941,835.802185059,834.877075195,833.986938477,832.966308594,832.101623535,831.408325195,829.941955566,871.926391602,871.104187012,870.245056152,869.722839355,868.800109863,867.843811035,866.752929688,865.732849121,864.748413086,863.732788086,862.642700195,861.663757324,860.720153809,859.610229492,858.624938965,857.607788086,856.487243652,855.720092773,854.930297852,854.022766113,853.331298828,852.435302734,851.315612793,850.50390625,849.286743164,848.259216309,847.329956055,846.357299805,845.171875,844.190307617,843.135009766,842.18572998,"bush1","102","#97D938"
206.0,206.0,204.95539856,203.788009644,202.721633911,201.556671143,200.334579468,199.3097229,198.089996338,197.055450439,196.009857178,194.749526978,193.510940552,192.267974854,190.96812439,189.692199707,188.294952393,186.804595947,185.38873291,183.904434204,182.402557373,180.975814819,179.558502197,178.169509888,176.882339478,175.522521973,174.305023193,173.111450195,171.872665405,170.473831177,169.250488281,168.034912109,167.133865356,166.038345337,164.844955444,163.896820068,162.88432312,161.697570801,160.806900024,159.852142334,158.904388428,158.091049194,157.178726196,156.404296875,155.822692871,155.008468628,154.434249878,153.899047852,153.333938599,152.846694946,152.353103638,151.788085938,151.554824829,151.049911499,150.388122559,149.909347534,149.348175049,148.779449463,148.058807373,147.262786865,146.505340576,145.944473267,145.220352173,144.435531616,143.687988281,142.82598877,142.077453613,141.423599243,140.653335571,140.022781372,139.181793213,138.27532959,137.729446411,136.817337036,136.111312866,135.448440552,134.679290771,133.942108154,133.240264893,132.484039307,131.77633667,130.999099731,129.956634521,129.060714722,127.96686554,126.733055115,125.820137024,124.946525574,124.014472961,123.329986572,122.464256287,121.225578308,120.387176514,119.33139801,118.38910675,117.555496216,116.722305298,115.900871277,115.294715881,114.641792297,114.074676514,"cable3","102","#4F5150"
245.0,245.0,244.804214478,244.291595459,244.006011963,243.608154297,243.110702515,242.779785156,242.266998291,242.00743103,241.834182739,241.456283569,241.322784424,241.202407837,240.995269775,240.813598633,240.630096436,240.188781738,239.918685913,239.493087769,239.069458008,238.693908691,238.220458984,237.897766113,237.627700806,237.24887085,237.070968628,236.902160645,236.672164917,236.395339966,236.209060669,236.045898438,235.931976318,235.839431763,235.549041748,235.448562622,235.19744873,234.916091919,234.728317261,234.344802856,234.07598877,233.950363159,233.502548218,233.253601074,233.207931519,232.81288147,232.670028687,232.445587158,232.187713623,232.029144287,231.813278198,231.510559082,231.385406494,231.165435791,230.725189209,230.521774292,230.167861938,229.882980347,229.493331909,229.059570312,228.759674072,228.671051025,228.412109375,228.124252319,227.977081299,227.57661438,227.34552002,227.15663147,226.887130737,226.777130127,226.582748413,226.260375977,226.241516113,225.969467163,225.725784302,225.319854736,225.008468628,224.648330688,224.310241699,224.035507202,223.755401611,223.480163574,223.02520752,222.79397583,222.432983398,221.982055664,221.846725464,221.639572144,221.346817017,221.312911987,221.063766479,220.660629272,220.354492188,219.921463013,219.483169556,219.213745117,218.887374878,218.462738037,218.073669434,217.784133911,217.400939941,"tower","102","#B7B282"
989.0,989.0,988.120483398,987.086181641,986.193237305,985.226745605,984.114807129,983.158996582,982.03729248,981.153076172,980.249633789,979.308776855,978.560791016,977.840026855,976.981140137,976.16809082,975.319702148,974.267150879,973.331176758,972.25769043,971.262145996,970.275878906,969.314208984,968.401489258,967.537597656,966.546203613,965.773193359,964.940979004,964.030212402,963.062072754,962.227416992,961.345153809,960.794677734,959.942382812,959.087524414,958.370666504,957.489440918,956.577331543,955.746948242,954.77935791,953.86730957,953.005065918,951.949707031,951.05456543,950.28918457,949.300964355,948.538635254,947.680541992,946.805847168,945.95703125,945.103515625,944.182312012,943.545959473,942.727172852,941.747619629,940.91809082,939.931030273,938.985595703,937.942077637,936.827026367,935.783569336,934.958251953,934.021118164,933.113342285,932.185119629,931.197753906,930.345397949,929.579162598,915.024597168,902.156982422,901.428527832,900.637756348,900.030517578,899.169799805,898.237854004,897.272949219,896.287597656,895.321533203,894.35345459,893.369506836,892.539123535,891.631103516,890.588806152,889.722839355,888.713867188,887.665588379,886.906066895,886.134643555,885.291320801,884.750183105,883.879516602,882.853088379,881.993530273,880.955749512,879.954101562,879.084106445,878.119689941,877.084899902,876.128845215,875.132629395,874.186035156,"bush1","102","#97D938"
438.0,438.0,437.449157715,436.877105713,436.342224121,435.764373779,435.04776001,434.453094482,433.712768555,433.174835205,432.700592041,432.087921143,431.751953125,431.355926514,430.941070557,430.51776123,430.025634766,429.344787598,428.828857422,428.138885498,427.54901123,426.939239502,426.270721436,425.789916992,425.267272949,424.671600342,424.218414307,423.817718506,423.276947021,422.748321533,422.26473999,421.836120605,421.472747803,421.057373047,420.568328857,420.196472168,419.712799072,419.117126465,418.700073242,418.088256836,417.549316406,417.13848877,416.436462402,415.883361816,415.594421387,414.941772461,414.45123291,413.960845947,413.355560303,412.962677002,412.525177002,411.972961426,411.71182251,411.187133789,410.518737793,410.108062744,409.495727539,408.915313721,408.241241455,407.497833252,406.877929688,406.429199219,405.910614014,405.281280518,404.801971436,404.102539062,403.642913818,403.184692383,402.781005859,402.437774658,402.06842041,401.592102051,401.347320557,400.842803955,400.273895264,399.735595703,399.062408447,398.412414551,397.860809326,397.216644287,396.703765869,396.196716309,395.555419922,395.033233643,394.373260498,393.730438232,393.336578369,392.948913574,392.453826904,392.250030518,391.748077393,391.051452637,390.603393555,396.352142334,440.375488281,439.91003418,439.20324707,438.443511963,437.711517334,436.829101562,436.007049561,"tree3","102","#1C511C"
1022.0,1022.0,1021.11297607,1020.09771729,1019.18438721,1018.19226074,1017.1005249,1016.15380859,1015.019104,1014.10668945,1013.22186279,1012.28216553,1011.53704834,1010.81420898,1009.96295166,1009.11584473,1008.24102783,1020.00805664,1019.0447998,1017.94378662,1016.94696045,1015.94580078,1014.96148682,1014.02868652,1013.07489014,1012.06652832,1011.26379395,1010.38671875,1009.49035645,1008.53082275,1007.73657227,1006.82434082,1006.11907959,1005.27874756,1004.42663574,1003.74261475,1002.82849121,1001.87939453,1001.03582764,1000.01678467,999.055786133,998.206481934,997.136169434,996.191467285,995.436218262,994.429138184,993.667114258,992.790161133,991.847290039,990.993530273,990.147460938,989.23840332,988.64276123,987.72833252,986.72869873,985.842102051,984.840148926,983.864868164,982.824707031,981.670288086,980.679504395,979.833129883,978.875183105,977.898498535,976.961914062,975.889160156,975.022155762,974.191467285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","69","#97D938"
488.0,488.0,487.444519043,486.78024292,486.159362793,485.47354126,484.689086914,483.99420166,483.132232666,482.545410156,481.905609131,481.186431885,480.749816895,480.281219482,479.812591553,479.250549316,478.696472168,477.935791016,477.332244873,476.610534668,475.929016113,475.232910156,474.589660645,473.973449707,473.366271973,472.766937256,472.250946045,471.783355713,471.19442749,470.572814941,470.075714111,469.520690918,469.173980713,468.681152344,468.109039307,467.78414917,467.13659668,466.522674561,466.01663208,465.355957031,464.793121338,464.316741943,463.630828857,463.052032471,462.675598145,461.957641602,461.394287109,460.847869873,460.186035156,459.784393311,459.218688965,458.647827148,458.240264893,457.726287842,456.964752197,456.435546875,455.79574585,455.04901123,454.26852417,453.447235107,452.722869873,452.158660889,451.496307373,450.825500488,450.129394531,449.31338501,448.782348633,448.189941406,447.632995605,447.207550049,446.727386475,446.097900391,445.775115967,445.146209717,444.441589355,443.75567627,443.004455566,442.218017578,441.552337646,440.866149902,440.176177979,439.621887207,438.80368042,438.254364014,437.560638428,436.812683105,436.32019043,435.88848877,435.319488525,434.998718262,434.335540771,433.686401367,433.07913208,442.147644043,425.858032227,425.414611816,424.691345215,423.943084717,423.49810791,422.838348389,422.154418945,"tree3","102","#1C511C"
276.0,276.0,275.719024658,275.237854004,274.94744873,274.584838867,274.079345703,273.748657227,273.209686279,272.9402771,272.729980469,272.34942627,272.193725586,272.069732666,271.866912842,271.68661499,271.444854736,270.999694824,270.705810547,270.255462646,269.860809326,269.490570068,269.072143555,268.74508667,268.458465576,268.098968506,267.892486572,267.71005249,267.46862793,267.134185791,266.949829102,266.716522217,266.642242432,266.482727051,266.225158691,266.103668213,265.8465271,265.510223389,265.306640625,264.9246521,264.652038574,264.448181152,264.02444458,263.772216797,263.687438965,263.271057129,263.0809021,262.853271484,262.569763184,262.378845215,262.134521484,261.851074219,261.802581787,261.567199707,261.112915039,260.899810791,260.584228516,260.230895996,259.837127686,259.36819458,259.01361084,258.873626709,258.617279053,258.293243408,258.059936523,257.674682617,257.427337646,257.247436523,257.017486572,256.903869629,256.781616211,256.474090576,256.46081543,256.204833984,255.908248901,255.581375122,255.176467896,254.827529907,254.489715576,254.133361816,253.864944458,253.5859375,253.13230896,252.889465332,252.500961304,252.084259033,251.971939087,251.789138794,251.536529541,251.528381348,251.261825562,250.834213257,250.588409424,250.11668396,249.747314453,249.472122192,249.074630737,248.682662964,248.319885254,247.96987915,247.648910522,"tower","102","#B7B282"
930.0,930.0,929.031311035,927.969482422,926.987426758,925.936706543,924.781982422,923.729919434,922.551696777,921.523925781,920.480041504,919.402526855,918.56652832,917.763671875,916.851074219,915.956787109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","17","#97D938"
338.0,338.0,337.538116455,336.961486816,336.460235596,335.875701904,335.205749512,334.680938721,333.962524414,333.465698242,332.976409912,332.371002197,332.023223877,331.72869873,331.297485352,330.906463623,330.427307129,329.825592041,329.274108887,328.618652344,328.041656494,327.482513428,326.895172119,326.367858887,325.920440674,325.299438477,324.943725586,324.487884521,324.027832031,323.503723145,323.071166992,322.649902344,322.309112549,321.97064209,321.52746582,321.190643311,320.714141846,320.130310059,319.768951416,319.178955078,318.676727295,318.292816162,317.677307129,317.18359375,316.925598145,316.268188477,315.900543213,315.422698975,314.910705566,314.542663574,314.087738037,313.644805908,313.35836792,312.953369141,312.313446045,311.952178955,311.418945312,310.889373779,310.226531982,309.594665527,308.965393066,308.570892334,308.077362061,307.55291748,307.051849365,306.410125732,306.000061035,305.634643555,305.188201904,304.972045898,304.663635254,304.171600342,304.026031494,303.581237793,303.040252686,302.548339844,301.962524414,301.377105713,300.874450684,300.274200439,299.82208252,299.324005127,298.716064453,298.241851807,297.670532227,297.043395996,296.757446289,296.404937744,295.979095459,295.802734375,295.327392578,294.741882324,294.283203125,293.656890869,293.081481934,292.637878418,292.050231934,291.42855835,290.988220215,290.372283936,289.90423584,"tree4","102","#25C50C"
640.0,640.0,639.171325684,638.310913086,637.543823242,636.545532227,635.639221191,634.718505859,633.713623047,632.759765625,631.989379883,631.114807129,630.519287109,629.912597656,629.1796875,628.514160156,627.70892334,626.727355957,625.828308105,624.897094727,624.020202637,623.139343262,622.254394531,621.411132812,620.662902832,619.7734375,619.061218262,618.286621094,617.571838379,616.694458008,615.94543457,615.119262695,614.575622559,613.848937988,613.068969727,612.408203125,611.640991211,610.728149414,609.959838867,609.074645996,608.261657715,607.514648438,606.609130859,605.757080078,605.110412598,604.208557129,603.473144531,602.670532227,601.827453613,600.993041992,600.278686523,599.45526123,598.892822266,598.127075195,597.201904297,596.446838379,595.593505859,594.764282227,593.821899414,592.755310059,591.751037598,590.980957031,590.167602539,589.324462891,588.551940918,587.604614258,586.808044434,586.05847168,585.295471191,584.749450684,584.09387207,583.257385254,582.793640137,581.921936035,580.93536377,580.162963867,579.226989746,578.369995117,577.434448242,576.500732422,575.65612793,574.87890625,573.929260254,573.06829834,572.066711426,571.159729004,570.55657959,569.860351562,569.078857422,568.579040527,567.849060059,566.863708496,566.107543945,565.08392334,564.224365234,563.401245117,562.366027832,561.379089355,560.573669434,559.58581543,558.755004883,"bush3","102","#2C5204"
902.0,902.0,901.026245117,899.914489746,899.011962891,897.917541504,896.755737305,895.717102051,894.407348633,893.561279297,892.518188477,891.46661377,890.59362793,889.781616211,888.840087891,887.879760742,812.995483398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","18","#97D938"
246.0,246.0,245.788284302,245.279403687,244.987838745,244.592498779,244.107025146,243.790664673,243.277984619,243.029663086,242.854125977,242.469924927,242.358642578,242.231445312,242.014297485,241.862991333,241.68862915,241.219161987,240.957427979,240.560531616,240.100814819,239.773101807,239.279891968,238.953887939,238.692764282,238.30859375,238.140457153,237.978256226,237.762359619,237.496368408,237.31413269,237.131378174,237.040100098,236.952804565,236.693634033,236.600219727,236.327255249,236.034545898,235.895141602,235.537216187,235.236373901,235.091705322,234.66947937,234.42477417,234.364852905,233.994918823,233.850296021,233.663024902,233.396789551,233.202545166,233.00151062,232.698638916,232.589935303,232.362701416,231.910629272,231.721466064,231.363967896,231.062088013,230.699432373,230.273864746,229.967514038,229.90284729,229.692428589,229.380065918,229.225891113,228.869003296,228.6587677,228.455230713,228.176467896,228.045394897,227.874969482,227.570632935,227.564483643,227.240722656,227.007904053,226.637451172,226.281829834,225.943359375,225.62348938,225.323272705,225.048156738,224.810760498,224.338562012,224.112228394,223.776794434,223.293426514,223.139862061,222.976013184,222.717010498,222.696868896,222.404006958,221.987457275,221.721221924,221.252227783,220.852462769,220.589324951,220.216033936,219.833007812,219.438858032,219.113388062,218.785827637,"tower","102","#B7B282"
218.0,218.0,217.658615112,217.093338013,216.742614746,216.242507935,215.731674194,215.279296875,214.736618042,214.391143799,214.110794067,213.708068848,213.498092651,213.313095093,213.098083496,212.900482178,212.655883789,212.175308228,211.884460449,211.414886475,210.992156982,210.617584229,210.155105591,209.839401245,209.524765015,209.156341553,208.935409546,208.726669312,208.442276001,208.140335083,207.921875,207.715179443,207.594543457,207.423812866,207.140319824,207.037368774,206.763336182,206.357849121,206.190811157,205.828903198,205.522201538,205.305160522,204.868118286,204.602890015,204.492050171,204.056289673,203.878997803,203.610656738,203.318374634,203.129714966,202.885421753,202.57232666,202.460891724,202.233840942,201.781448364,201.555847168,201.194519043,200.851730347,200.415084839,199.957305908,199.609619141,199.455780029,199.153274536,198.853469849,198.611160278,198.164642334,197.948440552,197.775619507,197.501098633,197.367660522,197.174682617,196.899902344,196.872314453,196.612182617,196.28012085,195.917724609,195.552078247,195.128143311,194.798248291,194.449676514,194.138824463,193.874786377,193.376159668,193.130187988,192.771911621,192.274917603,192.147094727,191.966125488,191.730133057,191.709747314,191.391113281,190.981826782,190.714447021,190.226455688,189.810241699,189.535202026,189.123062134,188.718704224,188.306228638,187.971008301,187.645385742,"tower","102","#B7B282"
