"y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","feature","no_nas","color"
118.0,118.0,118.151771545,118.463012695,118.81690979,119.088294983,119.322753906,119.516044617,119.53314209,119.770332336,119.798667908,119.945983887,120.176361084,120.10344696,120.197402954,120.35546875,120.521324158,120.688453674,120.878257751,121.015403748,121.283042908,121.375190735,121.452529907,121.835258484,121.969398499,122.148406982,122.493583679,122.585075378,122.761116028,122.980583191,123.022003174,123.246139526,123.369300842,123.431968689,123.691986084,123.763977051,123.903678894,124.136108398,124.250747681,124.288642883,124.546669006,124.525299072,124.637413025,124.797615051,124.812950134,124.956733704,125.165550232,125.190048218,125.374031067,125.72416687,125.775291443,125.859054565,125.949272156,126.096488953,126.482040405,126.797927856,127.002159119,127.153694153,127.167098999,127.152404785,127.328071594,127.271690369,127.129440308,127.150543213,127.127807617,127.149726868,127.269416809,127.362060547,127.370582581,127.717918396,127.953071594,128.235107422,128.415267944,128.800537109,129.005111694,129.047683716,129.229492188,129.239257812,129.038726807,128.947570801,129.117477417,129.127410889,129.240020752,129.596969604,129.409439087,129.343643188,129.3644104,129.440704346,129.409088135,129.382873535,129.271148682,129.704910278,129.739013672,129.891815186,130.096618652,130.003143311,130.202911377,130.272720337,130.200958252,130.320587158,130.624023438,"tower","102","#B7B282"
613.0,613.0,613.103515625,613.272766113,613.610412598,613.91583252,614.081787109,614.31036377,614.357177734,614.651550293,614.751831055,614.933776855,615.136352539,615.100524902,615.125610352,615.30065918,615.626220703,615.769958496,615.974243164,616.132873535,616.358886719,616.444824219,616.507141113,616.804016113,616.938537598,617.086242676,617.47668457,617.662719727,617.873352051,618.061828613,618.216247559,618.48651123,618.728271484,618.829772949,619.01348877,619.07043457,619.29876709,619.613037109,619.770202637,619.861938477,620.069152832,620.095825195,620.266357422,620.49230957,620.53125,620.773193359,621.007019043,621.10748291,621.287231445,621.666870117,621.789245605,621.80657959,621.887939453,621.980102539,622.316711426,622.63848877,622.887145996,623.048461914,623.124328613,623.197937012,623.404174805,623.478515625,623.436340332,623.551330566,623.599121094,623.737670898,623.827209473,623.957092285,616.296936035,687.312438965,687.617370605,687.798583984,687.916137695,688.227966309,688.516540527,688.415649414,688.644592285,688.705566406,688.558227539,688.483520508,688.530700684,688.599304199,688.786621094,689.25189209,689.124755859,689.23248291,689.107116699,689.299987793,689.26373291,689.168823242,689.210083008,689.243286133,689.269470215,689.319702148,689.432495117,689.343383789,689.497070312,689.56451416,689.667541504,689.625427246,689.848999023,"bush1","102","#97D938"
108.0,108.0,108.158409119,108.484725952,108.819839478,109.085762024,109.328414917,109.515014648,109.551269531,109.782752991,109.803787231,109.957931519,110.176147461,110.120231628,110.214820862,110.383644104,110.544723511,110.72416687,110.91280365,111.026756287,111.290679932,111.399200439,111.507324219,111.869766235,112.02117157,112.18409729,112.540473938,112.625801086,112.800048828,113.008102417,113.051589966,113.275932312,113.404495239,113.468696594,113.722717285,113.795455933,113.953300476,114.166366577,114.276298523,114.322769165,114.577842712,114.55670929,114.660774231,114.813201904,114.858329773,114.974906921,115.192970276,115.206924438,115.383827209,115.748199463,115.797348022,115.87084198,115.974784851,116.124168396,116.518379211,116.823554993,117.038040161,117.180915833,117.185089111,117.166946411,117.340576172,117.264404297,117.145462036,117.166275024,117.132064819,117.151000977,117.264396667,117.371994019,117.360702515,117.732696533,117.963630676,118.231246948,118.439453125,118.821624756,119.042243958,119.051269531,119.248710632,119.264610291,119.056968689,118.9559021,119.13293457,119.140037537,119.250732422,119.62677002,119.407432556,119.357276917,119.379600525,119.482177734,119.452323914,119.41493988,119.310302734,119.759887695,119.779045105,119.969329834,120.15978241,120.059486389,120.242553711,120.342697144,120.246826172,120.398246765,120.691635132,"tower","102","#B7B282"
620.0,620.0,620.099060059,620.273925781,620.5703125,620.901123047,621.061157227,621.274536133,621.296142578,621.591186523,621.728149414,621.91015625,622.122375488,622.07244873,622.097106934,622.244995117,622.550537109,622.715515137,622.921569824,623.082336426,623.291870117,623.367919922,623.413391113,623.716247559,623.89654541,624.026123047,624.363342285,624.530883789,624.780090332,624.971191406,625.104370117,625.318725586,625.554504395,625.698974609,625.881591797,625.949584961,626.143066406,626.402770996,626.573120117,626.686828613,626.911315918,626.930725098,627.068908691,627.241516113,627.254333496,627.514282227,627.790405273,627.91998291,628.105224609,628.397705078,628.584533691,628.567565918,628.697143555,628.765808105,629.101989746,629.357299805,629.667724609,629.849060059,629.916503906,629.999572754,630.155578613,630.19934082,630.178649902,630.25769043,630.284179688,630.41204834,630.525939941,630.694335938,623.740234375,682.029785156,682.224487305,682.473571777,682.63494873,682.953063965,683.160095215,683.188537598,683.418762207,683.549316406,683.347229004,683.261108398,683.387207031,683.458007812,683.658813477,683.899719238,683.730834961,683.731201172,683.660217285,683.686340332,683.598388672,683.470092773,683.447570801,683.752563477,683.78326416,683.952087402,684.104248047,683.976013184,684.108947754,684.233642578,684.222106934,684.304382324,684.602478027,"bush1","102","#97D938"
353.0,353.0,352.585662842,352.117004395,351.953063965,351.757843018,351.47354126,350.981567383,350.272583008,350.053649902,349.45010376,348.964538574,348.683624268,348.093353271,347.716674805,347.199127197,346.934295654,346.349212646,346.215667725,345.822814941,345.74911499,345.320953369,345.016571045,344.957885742,344.819854736,344.432739258,344.319000244,344.019104004,343.845214844,343.7371521,343.441070557,343.365539551,343.391876221,343.246612549,343.376434326,343.373626709,343.504425049,343.629638672,343.721099854,343.747161865,343.942382812,343.895629883,344.021606445,344.138397217,344.131408691,344.296783447,344.527770996,344.535980225,344.71585083,344.988922119,345.081573486,345.145263672,345.272827148,345.363586426,345.820159912,346.071014404,346.295562744,346.441101074,346.451843262,346.470458984,346.61340332,346.509765625,346.345611572,346.392211914,346.339874268,346.347229004,346.493621826,346.645233154,346.637023926,346.978729248,347.183532715,347.470489502,347.712493896,348.038391113,348.245300293,348.28729248,348.494720459,348.503387451,348.295715332,348.168273926,348.355621338,348.356140137,348.561157227,348.846496582,348.647888184,348.646331787,348.672454834,348.717010498,348.698516846,348.669219971,348.62286377,348.966644287,349.030883789,349.16885376,349.407104492,349.290802002,349.440765381,349.566986084,349.522399902,349.626098633,349.93359375,"tower","102","#B7B282"
642.0,642.0,642.105773926,642.410461426,642.749084473,643.000183105,643.202514648,643.340270996,643.309387207,643.464294434,643.368774414,643.524047852,643.756408691,643.616149902,643.654602051,643.715026855,643.80279541,643.892272949,644.060241699,644.15045166,644.388183594,644.48815918,644.565979004,644.891052246,644.994506836,645.118591309,645.425720215,645.397521973,645.524597168,645.673950195,645.665283203,645.842529297,645.860168457,645.848693848,645.999511719,646.074951172,646.166442871,646.358154297,646.403259277,646.386962891,646.587768555,646.469360352,646.573059082,646.746826172,646.724853516,646.833984375,647.003540039,647.010559082,647.120056152,647.460327148,647.508056641,647.591369629,647.721252441,647.844421387,648.227294922,648.594726562,648.804992676,648.892700195,648.882263184,648.899047852,649.033935547,648.932006836,648.748779297,648.779602051,648.666870117,648.703857422,648.773620605,648.877624512,648.892456055,649.280639648,649.532470703,649.891784668,650.010559082,650.416442871,650.682861328,650.706665039,650.874572754,650.888000488,650.670349121,650.541442871,650.73840332,650.725463867,650.843078613,651.178527832,650.993652344,650.957397461,650.951721191,651.052185059,651.038452148,650.976867676,650.889282227,651.309753418,651.365539551,651.601928711,651.809753418,651.707641602,651.862915039,651.968933105,651.920776367,652.039794922,652.304870605,"tree6","102","#599C15"
654.0,654.0,654.086181641,654.315490723,654.650146484,654.93359375,655.105102539,655.359069824,655.424499512,655.699707031,655.811523438,655.973083496,656.224121094,656.153503418,656.215209961,656.434509277,678.446411133,645.265258789,645.538513184,645.729675293,645.931335449,645.989624023,646.034667969,646.290100098,646.471740723,646.672363281,646.998474121,647.159423828,647.390075684,647.677307129,647.852722168,648.075012207,648.270568848,648.445617676,648.67980957,648.763122559,649.001281738,649.236999512,649.424438477,649.514526367,649.776550293,649.801391602,649.95892334,650.132202148,650.172180176,650.418273926,650.734436035,650.890258789,651.056213379,651.345092773,651.529602051,651.557250977,651.63269043,651.747314453,652.06652832,652.329833984,652.658691406,652.842956543,652.899108887,653.021606445,653.196044922,653.246582031,653.228149414,653.345397949,653.419189453,653.591003418,653.715576172,653.852111816,684.780883789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","70","#97D938"
378.0,378.0,377.815246582,377.654296875,377.656890869,377.592956543,377.460327148,377.151550293,376.793151855,376.734222412,376.297668457,376.083435059,375.930755615,375.488342285,375.113586426,374.831787109,374.627716064,374.267486572,374.230651855,373.975799561,373.993225098,373.789306641,373.442810059,373.380218506,373.172943115,372.945983887,372.944610596,372.477264404,372.13571167,371.928710938,371.368896484,371.137176514,370.932281494,370.459411621,370.298431396,370.031311035,369.891357422,369.773895264,369.375793457,368.965087891,368.882049561,368.424560547,368.183197021,367.924194336,367.618469238,367.464477539,367.326599121,367.029388428,367.012969971,367.109802246,367.047668457,366.986633301,367.018615723,367.049224854,367.487609863,367.766967773,367.971191406,368.118286133,368.107696533,368.139770508,368.254821777,368.133331299,368.016723633,368.053222656,367.948242188,367.98727417,368.095489502,368.220733643,368.228393555,368.585418701,368.829711914,369.130157471,369.296417236,369.645782471,369.873596191,369.934661865,370.108398438,370.145996094,369.918823242,369.798309326,369.942993164,369.973144531,370.147705078,370.435424805,370.219177246,370.217010498,370.235748291,370.336242676,370.274749756,370.258087158,370.23034668,370.575836182,370.671325684,370.830718994,371.038970947,370.976226807,371.140686035,371.166870117,371.200012207,371.219390869,371.52822876,"tower","102","#B7B282"
318.0,318.0,318.135314941,318.476257324,318.804107666,319.085510254,319.314819336,319.502716064,319.527404785,319.739349365,319.758392334,319.929382324,320.149658203,320.087158203,320.174377441,320.299530029,320.477752686,320.623046875,320.821289062,320.936004639,321.204772949,321.310180664,321.398834229,321.785125732,321.936431885,322.094848633,322.429626465,322.525299072,322.694610596,322.883392334,322.928771973,323.131286621,323.26449585,323.2940979,323.553955078,323.639282227,323.781768799,324.009674072,324.109222412,324.149383545,324.367736816,324.335083008,324.44744873,324.640472412,324.633514404,324.781829834,324.982971191,324.988769531,325.136169434,325.455047607,325.534545898,325.593505859,325.73236084,325.864562988,326.252288818,326.517669678,326.747406006,326.841217041,326.808624268,326.758636475,326.832855225,326.64666748,326.351104736,326.326049805,326.175231934,326.099060059,326.152435303,326.177337646,326.087493896,326.38470459,326.481048584,326.689453125,326.617126465,326.453857422,326.294677734,326.210113525,326.208526611,326.085754395,325.657196045,325.228393555,325.243103027,325.032104492,324.954315186,325.098266602,324.726898193,324.485443115,324.272613525,324.191345215,323.962127686,323.707580566,323.308410645,323.552246094,323.226409912,323.125610352,323.187164307,322.875640869,322.811157227,322.745574951,322.385955811,322.244018555,322.360778809,"tower","102","#B7B282"
596.0,596.0,596.103637695,596.281311035,596.557434082,596.87902832,597.037536621,597.277954102,597.309692383,597.581970215,597.694580078,597.879516602,598.099731445,598.08190918,598.112426758,598.270385742,598.682189941,598.785339355,599.001220703,599.164733887,599.364807129,599.474731445,599.506347656,599.764038086,599.940734863,600.055969238,600.442443848,600.659790039,600.872558594,601.065612793,601.232727051,601.538024902,601.753723145,601.89239502,602.020202637,602.087219238,602.33392334,602.627929688,602.81640625,602.860229492,603.068359375,603.074768066,603.284545898,603.474975586,603.567260742,603.824523926,604.042053223,604.141113281,604.318115234,604.67590332,604.823974609,604.81237793,604.958740234,605.022338867,605.293762207,605.65234375,605.908813477,606.087158203,606.131774902,606.255554199,606.526245117,606.587280273,606.55645752,606.696166992,606.774169922,606.855041504,606.936096191,607.099487305,612.512939453,668.870056152,669.067382812,669.278076172,669.420471191,669.786132812,670.02722168,670.054016113,670.28302002,670.337402344,670.206481934,670.116516113,670.179443359,670.233398438,670.435424805,670.746337891,670.611450195,670.560791016,670.444824219,670.512145996,670.457885742,670.314697266,670.265808105,670.594604492,670.615783691,670.807006836,670.969909668,670.846435547,671.003173828,671.057556152,671.079467773,671.195373535,671.449157715,"bush1","102","#97D938"
630.0,630.0,630.118896484,630.371520996,630.713928223,630.980529785,631.182373047,631.403991699,631.459289551,631.707214355,631.75793457,631.918273926,632.17364502,632.106811523,632.153869629,632.305541992,632.574645996,632.696899414,632.938354492,633.084655762,633.346130371,633.496887207,633.636108398,633.982788086,634.160217285,634.350463867,634.765014648,634.926391602,635.156555176,635.405700684,635.614746094,635.909973145,636.131835938,636.276428223,636.542785645,636.713317871,636.959106445,637.250671387,637.415649414,637.524719238,637.805053711,637.882507324,638.042724609,638.197631836,638.268615723,638.481079102,638.711669922,638.803894043,638.906005859,639.234680176,639.283203125,639.28704834,639.483642578,639.662109375,640.019958496,640.29119873,640.563720703,640.699768066,640.756591797,640.749816895,640.914489746,640.85949707,640.712158203,640.772583008,640.752197266,640.785339355,640.841064453,640.892211914,640.844055176,640.971740723,641.170654297,641.370910645,641.553710938,641.924987793,642.102905273,642.199279785,642.41418457,642.46697998,642.298217773,642.172973633,642.387329102,642.465087891,642.672668457,643.021606445,642.835998535,642.865661621,642.851318359,642.951171875,642.873291016,642.860412598,642.84954834,643.193603516,643.228637695,643.459655762,643.728637695,643.624633789,643.819519043,643.861022949,643.81652832,643.955871582,644.158813477,"lamppost1","102","#3A526C"
582.0,582.0,582.102233887,582.28729248,582.580932617,582.878051758,583.085083008,583.308532715,583.368225098,583.619018555,583.704589844,583.8515625,584.058959961,584.041748047,584.076965332,584.20715332,584.548339844,584.723937988,584.939758301,585.112426758,585.298339844,585.387145996,585.427185059,585.762084961,585.886108398,586.01373291,586.359069824,586.537780762,586.708984375,586.986694336,587.160888672,587.32598877,587.577575684,587.813598633,587.937011719,587.977478027,588.203430176,588.427185059,588.573425293,588.705444336,588.918640137,588.93182373,589.138366699,589.329406738,589.37701416,589.666259766,589.886047363,590.076538086,590.185852051,590.547729492,590.643676758,590.628662109,590.78326416,590.829223633,591.161987305,591.513305664,591.771484375,591.9296875,592.008117676,592.030578613,592.272949219,592.312561035,592.349853516,592.480407715,592.495422363,592.620605469,592.738342285,592.900268555,592.872009277,618.073303223,618.23840332,618.478820801,618.633789062,618.952453613,619.147583008,619.198730469,619.466186523,619.530517578,619.341491699,619.30871582,619.469970703,619.498168945,619.699829102,619.963317871,619.834899902,619.780761719,619.731689453,619.766357422,619.670837402,619.524475098,619.453613281,619.849487305,619.842712402,619.968811035,620.074951172,619.953125,620.117553711,620.209228516,620.159057617,620.333557129,620.635314941,"bush1","102","#97D938"
386.0,386.0,385.776184082,385.561920166,385.500274658,385.438690186,385.35357666,385.113616943,384.812713623,384.771697998,384.371368408,384.178314209,384.091430664,383.775024414,383.4637146,383.156494141,383.004669189,382.738006592,382.668762207,382.291778564,382.26473999,382.01663208,381.71887207,381.672332764,381.410095215,381.076263428,381.051544189,380.645294189,380.31552124,380.115905762,379.736968994,379.552520752,379.29864502,378.941711426,378.834106445,378.480041504,378.27545166,378.188720703,378.035552979,377.795501709,377.810180664,377.524902344,377.556182861,377.599395752,377.606262207,377.776367188,377.890136719,377.939453125,378.042327881,378.312316895,378.440765381,378.504974365,378.693145752,378.747772217,379.177703857,379.42678833,379.694854736,379.800476074,379.819702148,379.827301025,379.939727783,379.857543945,379.694000244,379.722991943,379.599121094,379.669036865,379.708892822,379.863708496,379.908813477,380.102020264,380.353057861,380.6902771,380.868591309,381.142974854,381.381317139,381.443054199,381.563537598,381.637908936,381.438842773,381.182434082,381.353118896,381.427368164,381.592224121,381.838348389,381.684753418,381.620483398,381.644866943,381.752716064,381.780212402,381.737884521,381.660949707,381.92980957,382.091400146,382.132446289,382.440979004,382.317687988,382.419647217,382.500030518,382.575042725,382.55078125,382.874298096,"tower","102","#B7B282"
662.0,662.0,662.161437988,662.524291992,662.86126709,663.155761719,663.40625,663.620849609,663.630126953,663.8203125,663.807189941,663.988464355,664.208251953,664.12097168,664.209289551,664.310119629,664.481506348,664.637145996,664.839233398,664.942626953,665.215209961,665.377868652,665.502990723,665.853515625,666.057678223,666.229370117,666.574401855,666.634338379,666.78717041,666.960754395,666.988525391,667.152160645,667.270446777,667.264587402,667.549987793,667.602844238,667.781066895,667.95880127,668.036987305,668.053344727,668.275146484,668.221618652,668.337341309,668.50793457,668.474304199,668.650756836,668.841308594,668.830810547,668.954528809,669.247436523,669.315246582,669.396362305,669.593566895,669.695983887,670.08215332,670.387817383,670.64654541,670.803955078,670.800537109,670.790710449,670.894958496,670.811584473,670.625915527,670.643798828,670.515686035,670.564208984,670.624755859,670.78137207,670.799804688,671.107055664,671.364318848,671.762878418,671.930297852,672.23638916,672.512573242,672.557861328,672.744689941,672.766479492,672.506591797,672.353942871,672.565185547,672.564086914,672.715881348,673.029663086,672.842346191,672.838623047,672.838134766,672.925598145,672.91973877,672.858886719,672.80480957,673.168884277,673.248901367,673.444274902,673.735717773,673.581054688,673.769287109,673.883483887,673.828369141,673.960266113,674.212646484,"tree6","102","#599C15"
321.0,321.0,321.024261475,321.193023682,321.332946777,321.461730957,321.760345459,321.888885498,321.863128662,321.996826172,321.980987549,322.091491699,322.288848877,322.029327393,322.041534424,322.010559082,322.160339355,322.228088379,322.368682861,322.38180542,322.560577393,322.457366943,322.338134766,322.473968506,322.377655029,322.388793945,322.63168335,322.542480469,322.573516846,322.594604492,322.429443359,322.294799805,322.14541626,321.93951416,321.882904053,321.761566162,321.82244873,321.83013916,321.764678955,321.617156982,321.430725098,321.071838379,320.938903809,320.828460693,320.646087646,320.606903076,320.688934326,320.36428833,320.414642334,320.513305664,320.294311523,320.146575928,320.053741455,319.889160156,319.903717041,319.986419678,319.911499023,319.841033936,319.514160156,319.230438232,319.298553467,319.050598145,318.480651855,318.478729248,317.877716064,317.735565186,317.404205322,316.979827881,316.385131836,317.13885498,316.93182373,317.029632568,316.819366455,316.760223389,316.603088379,316.12298584,316.115325928,316.002532959,315.461883545,315.031433105,315.024993896,314.810058594,314.80166626,314.796508789,314.452911377,314.258972168,314.102050781,313.971954346,313.7605896,313.516876221,313.328948975,313.439971924,313.339935303,313.270141602,313.35848999,313.214355469,313.138000488,313.135009766,313.125030518,313.084899902,313.33001709,"no feature","102","#021502"
624.0,624.0,624.128723145,624.299255371,624.656921387,625.046142578,625.1796875,625.444213867,625.633972168,625.871948242,625.990783691,626.116882324,626.291809082,626.227783203,626.266479492,626.407958984,626.747070312,626.91229248,627.132507324,627.340942383,627.60357666,627.671936035,627.689086914,627.931274414,628.085998535,628.238708496,628.657226562,628.792419434,629.001525879,629.182312012,629.331665039,629.622314453,629.847595215,629.927429199,630.106689453,630.173706055,630.375061035,630.735351562,630.86151123,630.966491699,631.186523438,631.267456055,631.262756348,631.509094238,631.548950195,631.807250977,632.036193848,632.181884766,632.391235352,632.703430176,632.880004883,632.895629883,632.956787109,632.990234375,633.377990723,633.70715332,633.96496582,634.069091797,634.175170898,634.296386719,634.535522461,634.590209961,634.549499512,634.644226074,634.676513672,634.798828125,634.907714844,635.022827148,632.054199219,651.99609375,652.186340332,652.428833008,652.578186035,652.917785645,653.142089844,653.180114746,653.426330566,653.499450684,653.31048584,653.2421875,653.387268066,653.419677734,653.638427734,653.89440918,653.751220703,653.708007812,653.649230957,653.690734863,653.584533691,653.460449219,653.416381836,653.764709473,653.820556641,653.958557129,654.091003418,653.95135498,654.143737793,654.231445312,654.201660156,654.309265137,654.61706543,"bush1","102","#97D938"
477.0,477.0,477.078857422,477.483428955,477.819091797,478.054199219,478.384033203,478.615936279,478.561981201,478.777832031,478.732513428,478.936645508,479.117004395,479.028808594,479.120239258,479.231506348,479.404418945,479.573638916,479.784545898,479.855957031,480.13861084,480.258850098,480.362060547,480.769683838,480.905670166,481.08303833,481.461334229,481.538482666,481.764984131,481.854278564,481.931732178,482.131713867,482.277557373,482.283782959,482.569549561,482.749908447,482.912658691,483.126403809,483.227264404,483.223754883,483.441497803,483.444213867,483.628723145,483.743591309,483.81451416,483.902770996,484.093780518,484.1144104,484.273895264,484.662445068,484.752685547,484.826263428,484.984405518,485.068572998,485.489135742,485.90045166,486.132629395,486.330047607,486.414031982,486.439697266,486.755065918,486.799468994,486.430938721,486.581298828,486.29977417,486.375732422,486.67010498,486.54486084,486.285858154,487.489685059,487.656188965,488.08782959,488.315704346,488.501403809,488.651794434,488.583343506,488.864837646,489.01550293,488.720397949,488.500762939,488.824981689,488.769165039,488.827514648,489.057678223,488.855255127,488.8253479,488.879577637,488.954437256,489.047821045,489.028930664,489.04989624,489.525024414,489.680145264,489.77835083,490.078460693,490.011352539,490.13192749,490.369781494,490.386260986,490.516967773,490.879760742,"cable3","102","#4F5150"
144.0,144.0,144.077178955,144.366317749,144.696411133,145.026535034,145.236419678,145.472320557,145.477310181,145.694564819,145.703796387,145.915557861,146.113647461,146.051025391,146.120040894,146.257736206,146.430587769,146.594284058,146.789489746,146.906784058,147.161865234,147.294006348,147.399337769,147.782913208,147.93447876,148.085952759,148.447067261,148.523986816,148.746749878,148.877807617,148.940704346,149.094848633,149.307647705,149.321548462,149.589874268,149.67124939,149.865509033,150.041183472,150.161758423,150.189437866,150.399185181,150.366363525,150.556350708,150.676345825,150.670227051,150.883209229,151.028930664,151.081512451,151.193969727,151.501327515,151.656936646,151.674301147,151.851989746,151.922317505,152.363006592,152.63949585,152.884368896,153.018188477,153.041885376,153.046524048,153.182510376,153.072402954,152.956970215,153.004501343,152.904464722,152.977981567,153.044830322,153.18901062,153.214492798,153.568634033,153.829330444,154.099151611,154.294113159,154.658294678,154.877807617,154.949798584,155.113067627,155.141189575,154.972045898,154.80960083,154.967163086,155.01399231,155.149642944,155.435913086,155.215621948,155.244934082,155.250274658,155.314254761,155.289382935,155.252227783,155.223068237,155.556289673,155.64831543,155.819198608,156.022827148,155.912155151,156.083404541,156.149871826,156.162216187,156.212387085,156.515823364,"tower","102","#B7B282"
590.0,590.0,590.110351562,590.305419922,590.587585449,590.889160156,591.073486328,591.330810547,591.363708496,591.634887695,591.685424805,591.874206543,592.105895996,592.081420898,592.103393555,592.25604248,592.63269043,592.781616211,592.962219238,593.103820801,593.303955078,593.407653809,593.459106445,593.751464844,593.88482666,593.99609375,594.370178223,594.606506348,594.782958984,595.020263672,595.202270508,595.469543457,595.734191895,595.868530273,595.97833252,596.024902344,596.277770996,596.579956055,596.799499512,596.855041504,597.014953613,597.039001465,597.241577148,597.399902344,597.485473633,597.766784668,598.003662109,598.089416504,598.247497559,598.585449219,598.761962891,598.75793457,598.921508789,598.943115234,599.25201416,599.567016602,599.851257324,600.025512695,600.078735352,600.231262207,600.508605957,600.535827637,600.512023926,600.618408203,600.700195312,600.779052734,600.854187012,601.00958252,591.581726074,606.721740723,606.900634766,607.107299805,607.207824707,607.566589355,607.809875488,607.867553711,608.073791504,608.099487305,607.946472168,607.913574219,608.028259277,608.061523438,608.210510254,608.489501953,608.30859375,608.244812012,608.218017578,608.22253418,608.122619629,608.034118652,607.962158203,608.257507324,608.251831055,608.46307373,608.61895752,608.420043945,608.648193359,608.734375,608.698425293,608.876159668,609.081115723,"bush1","102","#97D938"
619.0,619.0,619.131347656,619.401672363,619.754638672,620.023498535,620.217224121,620.401367188,620.446533203,620.673156738,620.705688477,620.911743164,621.147521973,621.060546875,621.157531738,621.317749023,621.534667969,621.735900879,621.907775879,622.067016602,622.323486328,622.390319824,622.482116699,622.829162598,622.988586426,623.120849609,623.477416992,623.601257324,623.78503418,623.961303711,624.062072754,624.248352051,624.453308105,624.537475586,624.749389648,624.817382812,624.956359863,625.162231445,625.289123535,625.350097656,625.605163574,625.547790527,625.703796387,625.848205566,625.858154297,626.009094238,626.232666016,626.309631348,626.477722168,626.774353027,626.895446777,626.923461914,627.071899414,627.177856445,627.633361816,627.880187988,628.102233887,628.270080566,628.295959473,628.332397461,628.513793945,628.443969727,628.310180664,628.40045166,628.329406738,628.401489258,628.502380371,628.659484863,628.632324219,628.877624512,629.092163086,629.424926758,629.588134766,629.894104004,630.121520996,630.160888672,630.348388672,630.389282227,630.169372559,630.04675293,630.209472656,630.233154297,630.408508301,630.73614502,630.555908203,630.533325195,630.505371094,630.594055176,630.558227539,630.436401367,630.388366699,630.73828125,630.809814453,631.63293457,629.327148438,629.245178223,629.448303223,629.42376709,629.422485352,629.505187988,629.833007812,"tree3","102","#1C511C"
600.0,600.0,600.092651367,600.248168945,600.546691895,600.875549316,601.041748047,601.265869141,601.308166504,601.60723877,601.727233887,601.903930664,602.105407715,602.092102051,602.127624512,602.293579102,602.692199707,628.633850098,628.898925781,629.011169434,629.197143555,629.284851074,629.320800781,629.624023438,629.770141602,629.927001953,630.261901855,630.429138184,630.715393066,630.947265625,631.103820801,631.371398926,631.656982422,631.812133789,631.912780762,631.975708008,632.210144043,632.45501709,632.704772949,632.728881836,633.00567627,632.981811523,633.149902344,633.36126709,633.450256348,633.745056152,633.977355957,634.086120605,634.258483887,634.616271973,634.76953125,634.785888672,634.894775391,634.965332031,635.237731934,635.573120117,635.874633789,636.041137695,636.092651367,636.237670898,636.500244141,636.596801758,636.539550781,636.702148438,636.770446777,636.867248535,636.951538086,637.115966797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bush1","69","#97D938"
632.0,632.0,632.147094727,632.390563965,632.662536621,632.958679199,633.164367676,633.363830566,633.346557617,633.57611084,633.543457031,633.734008789,633.930603027,633.843017578,633.870605469,633.952270508,634.150085449,634.230285645,634.40032959,634.561767578,634.773254395,634.841674805,634.898254395,635.161193848,635.292297363,635.442871094,635.774597168,635.853210449,636.020568848,636.176757812,636.244567871,636.440734863,636.642578125,636.647583008,636.839660645,636.872375488,637.028503418,637.211730957,637.290710449,637.315185547,637.505981445,637.43536377,637.581726074,637.706054688,637.686767578,637.839599609,637.988342285,638.031066895,638.102172852,638.330566406,638.388305664,638.390319824,638.490356445,638.555908203,638.940734863,639.15020752,639.365905762,639.517150879,639.517211914,639.543212891,639.67590332,639.59362793,639.443237305,639.45892334,639.36114502,639.397583008,639.451416016,639.586425781,639.52911377,639.775695801,639.929321289,640.145935059,640.249755859,640.573303223,640.787109375,640.820007324,640.951049805,640.945556641,640.722595215,640.511535645,640.668518066,640.662353516,640.751037598,640.941040039,640.751403809,640.689086914,640.619750977,640.624755859,640.499206543,640.335266113,640.223083496,640.56060791,640.589782715,653.876708984,664.55255127,664.434265137,664.620910645,664.593322754,664.553039551,664.703063965,664.929931641,"tree3","102","#1C511C"
